Планета Земля 2,9.5,2016,Justin Anderson,Документальные|Зарубежные|Познавательные,Дэвид Аттенборо," Паря на воздушном шаре над заснеженными вершинами гор, Дэвид Аттеборо рассказывает, что 10 лет назад они уже снимали фильм с таким названием. За довольно продолжительный промежуток времени у съемочной группы появились новые технические возможности и опыт. В новом сериале они покажут нам живой мир планеты Земля по-новому.Мы посетим все уголки Земного шара, проследим сложный путь животных на пути к выживанию. Вараны и крабы, мартышки и беркуты, ирбисы и горные козлы – они такие разные, но все одинаково прекрасны. Бои варанов за самку – битвы гигантов, они готовы биться до смерти, лишь бы выполнить основное свое предназначение – продолжить род. Крабы вышли из моря и живут на суше. Чтобы обзавестись потомством, им нужно пройти долгий путь обратно, в соленые воды. 50 миллионов красных крабов отправляются в опасное путешествие, далеко не всей дойдут.Высоко в горах растет удивительное растение крестовник. На ночь его коробочки закрываются, будто умирая, но с первыми лучами солнца жизнь возвращается.Лишь сильнейшим дано выжить среди величественных гор и в глубинах океана, а наблюдать за историями триумфа жизни нам посчастливится благодаря уникальной работе съемочной группы. ",https://rezka.ag/i/2016/12/12/y095a0f33e6dfzn32z60k.jpg
Апокалипсис: Первая мировая война,8.9,2014,Изабель Кларк,Документальные|Военные|Зарубежные,Франсуа Арно||Матьё Кассовиц||Жозеф Жоффр||Эрих Людендорф||Филипп Петен||Вудро Вильсон||Император Карл||Фердинанд Фош||Дуглас Хейг||Джон Дж. Першинг," Документальный драматический сериал французского, канадского и американского производства от режиссеров и сценаристов Даниэля Костеля и Изабель Кларк.Это военная история, состоящая из пяти сложных и тяжелых для неподготовленного зрителя эпизодов. Каждая художественная часть раскрывает подлинную суть хладнокровных и жестоких событий Второй Мировой войны. В фильме использованы современные документы, редкие архивные кадры, тщательно восстановленные и раскрашенные, и хронологические ранее не известные материалы, с помощью которых удалось восстановить подлинную историю ужасов и несправедливостей наступательной войны. Съемочная группа рисковала жизнями, переносила невероятные трудности, чтобы запечатлеть каждый военный момент. Несправедливость, которая делает из обычных парней вооруженного солдата, не приносит ничего хорошего в этот мир. Большие беды, невосполнимые потери и человеческие утраты - результаты правительственного произвола и жестокости. Люди, которые в обычной жизни могли бы стать хорошими друзьями, невзирая на социальный статус и национальную принадлежность, вынуждены по приказу властей хладнокровно и безжалостно убивать друг друга. Наступательная волна - бессмысленное смертоубийство, несущее несчастья и горе. Однако некоторые страны по-прежнему являются сторонниками такого антигуманного урегулирования конфликтов, а правительство всегда будет манипулировать людьми для осуществления своих целей. ",https://rezka.ag/i/2016/5/4/x5081e1b76e71pr23z43m.jpg
Династии,9.2,2018,Саймон Блэкни,Документальные|Зарубежные,Дэвид Аттенборо," Сериал расскажет о королевских пингвинах, шимпанзе, львах, тиграх и гиеновидных собаках – пяти хорошо известных во всем мире животных, популяция которых неумолимо сокращается с каждым годом. Путешествуя от африканских равнин до индийских джунглей, от края Сахары до замерзших пустынь Антарктиды, зрители смогут понаблюдать, как лидеры сражаются с соперниками за свой статус, а родители рискуют жизнями ради спасения детей. Будучи совершенно разными, все животные объединены общей целью – выжить и защитить следующее поколение. ",https://rezka.ag/i/2019/1/17/kf3a64340892dev88h33a.jpg
Любовь напрокат,7.2,2015,Метин Балекоглу,Мелодрамы|Комедии|Зарубежные,Эльчин Сангу||Барыш Ардуч||Салих Бадемчи||Синем Озтюрк||Нергис Кумбасар||Левент Юльген||Осман Акджа||Онур Бююктопчу||Мелисса Гиз Ченгиз||Керем Фиртина," Главный герой Омер молод, обаятелен, умен и богат, набор вполне достаточный, чтобы иметь ошеломляющий успех у представительниц прекрасного пола. Дни напролет он проводит не в тусовках и барах, как многие молодые люди из обеспеченных семей, а в собственном офисе, возглавляя обувную компанию, бизнес процветает, перспективы превосходные. У босса есть помощница Ясемин - умная, интеллигентная девушка, но у них только деловые отношения, начальник пока не собирается обзаводиться семьей.Родственница Омера, заменившая ему родителей, решает, что фундамент благополучия построен, пора парню заняться личной жизнью, у нее на примете и невеста есть – не так давно вернувшаяся из Америки после окончания учебы наследница крупного состояния. Барышня совсем недалекая, на уме лишь шмотки, она уже представила, как будет блистать в свете под руку с прекрасным мужем.Омер, уступив уговорам тетушки, отправляется на свидание с Сезен, щебетавшей весь вечер о своих поклонниках и популярности в соцсетях. Барышня не впечатлила парня, несмотря на привлекательную внешность.Случайно герой познакомился с официанткой Дефне, чтобы отвязаться от навязчивой американки, он целует девушку на глазах у тети. Но родственница не привыкла так просто отказываться от своих идей. ",https://rezka.ag/i/2016/4/18/rb7721457deebeq13r76g.jpg
Долгий путь на юг,8.3,2007,Дэвид Алексаниан,Документальные|Зарубежные,Юэн МакГрегор||Чарли Бурмен||Дэвид Алексаниан||Расс Малкин||Джеймс Саймак||Джим Фостер||Даи Джонс||Нури Ламин||Клаудио фон Планта||Роберт Адамс," Документальный сериал для канала National Geographic, детально освещающий совместное путешествие на мотоциклах известнейшего британского актера Юэна Макгрегора и его старого друга Чарли Бурмана по территории африканского континента. Отметившиеся ранее кругосветным мотопробегом, друзья на этот раз начали свое путешествие с севера Шотландии – городка Джон О'Гротс и закончили его в живописном Кейптауне, на юго-западе Южно-Африканской Республики. В общей сложности они преодолели более 25 тысяч километров, объехав 18 государств Африки, таких как Тунис, Ливия, Судан, Эфиопия, Намибия, Кения и Руанда. Основной целью поездки являлся сбор средств на благотворительность - финансирование детских хосписов в Шотландии, а также привлечение внимания неравнодушных людей к проблемам ряда беднейших африканских стран, где крайне остро стоит проблема отсутствия медикаментов и системы здравоохранения в целом, обыденностью стали стремительное распространение СПИДа, голод и насилие. Актеры вместе со съемочной группой пережили массу событий, были очарованы красотой дикой природы и прониклись огромной симпатией к местному населению, очень открытому и всегда готовому разделить с гостями пусть даже крайне скромную трапезу. Разумеется, не обошлось без нескольких неприятных эпизодов, связанных с болезнью и падениями с верных «железных коней», однако никаких серьезных последствий они не имели. ",https://rezka.ag/i/2016/4/28/uacd07b9c4540hz72n51e.jpg
Хилер / Целитель,8.5,2014,Джин Ву Ким,Боевики|Триллеры|Драмы|Мелодрамы|Комедии|Зарубежные,Ю Чжи Тэ||Чжи Чан Ук||Пак Мин-ён||Ким Ми Кён||О Кван Рок||Пак Сан-мён||Пак Вон Сан||Тае-ми||Пак Сан Вон||Хань Чхоль Джо," Действие остросюжетного южнокорейского сериала начинается с рассказа о том, что в 1980-х годах пятеро товарищей несли гражданскую свободу слова. Поначалу их сотрудничеству ничего не могло помешать, а общая работа только сплотила коллектив, однако несчастная любовь смогла все-таки вбить между командой клин раздора. В конечном итоге некоторые из них трагично погибли и попали в тюрьму. Только один смог выжить и построить успешную карьеру. Далее зритель знакомится с курьером и профессионалом своего дела по имени Хилер, работающим в Сеуле. Он не испытывает недостатка в клиентуре, ведет скрытный образ жизни и втайне мечтает приобрести тихоокеанский остров. Кроме того молодой мужчина является сыном одного из членов той самой пятерки, которые потерпели поражение в начале 90-х годов. Вскоре в его жизни появляется удивительная девушка Чхэ Ен Шин, о которой он должен найти подробнейшую информацию. Она оказалась довольно смелой и бесстрашной, и профессионально вскрывает все виды замков. Однако теряет сознание при виде физического насилия. Девчонка готова пожертвовать всем, что имеет, но при этом спасти своего ближнего. В ходе развития сюжета также фигурирует знаменитый репортер и гроза всех журналистов Пак Мун Хо. Он становится своеобразным путеводителем для главных героев и борется за правду всеми возможными способами. Ребятам предстоит столкнуться с множеством преград и преодолеть сердечную боль. Фильм содержит множество элементов с экшн-сценами, атаками хакеров и романтикой. ",https://rezka.ag/i/2016/5/9/p4fbb97613039uo39u52w.jpg
Топ Гир,8.7,2002,Брайан Клейн,Документальные|Комедии|Зарубежные,Ричард Хаммонд||Джереми Кларксон||Джеймс Мэй||Бен Коллинз||Стиг||Перри МакКарти||Джейсон Дейв||Энди Уилман||Крис Эванс||Мэтт ЛеБлан," Известная британская телепередача «Top Gear» - это одно из самых популярных телешоу рассказывающих об автомобильном мире и всем что с ним связано. Свое существование передача начала еще в далеком 1977 году и на протяжении более чем двадцати лет выходила на экраны в формате телевизионного журнала. Однако чуть больше десяти лет тому назад, ее формат был кардинальным образом изменен, и в 2002 году по телевиденью были показаны первые эпизоды современного «Top Geara», такого как зритель, привык видеть его сейчас – с фирменными тестами и неотъемлемой частью искромётного английского юмора. За годы своего существование телешоу собрало огромную армию телезрителей по всему миру, оставаясь, и по сей день, очень популярным и интересным, в чем очень большая заслуга его ведущих – Джереми Кларксона, Ричарда Хаммонда, Джеймса Мэя, а также водителя Стига, чья личность очень тщательно скрывается. ",https://rezka.ag/i/2018/3/12/s4c0c1f44cc1avd40x31h.jpg
BBC: Голубая планета,9.0,2001,Аластер Фовергилл,Документальные|Зарубежные,Пирс Броснан||Дэвид Аттенборо||Джейсон Робертс," Документальный телевизионный сериал «ВВС: Голубая планета» является наиболее захватывающим кинопроектом от известного американского телеканала, в котором до самых мелочей раскрывается загадочная жизнь обитателей океанских и морских глубин. Несмотря на то, что водная гладь занимает практически две трети поверхности нашей планеты, человечество даже на половину не познало то, что скрывается под водой. Именно этот пробел намереваются заполнить создатели и съемочная группа этой киноленты.Достаточно сложно находится глубоко под водой, т.к. тело человека не приспособлено к высокому давлению, но при помощи высокотехнологического оборудования отважные аквалангисты и умные роботы позволят насладиться созерцанием представителей океанской флоры и фауны. Зрителю будут представлены наиболее редкие и захватывающие кадры из жизни подводных хищников и их жертв, гармония существования растений и рыб, а так же существа, ранее не виданные человеком.Кинопроект состоит из 5 эпизодов, каждый из которых занимает 50 минут. Создателям не удалось уместить в эфирное время и половину отснятого материала, но в кадре будут демонстрироваться наиболее интересные, редкие и удачные фрагменты. Мы побываем в Коралловом море, окунемся в воды Замерзшего моря и спустимся на самое дно великой и таинственной Бездны. ",https://rezka.ag/i/2016/5/21/k3baba9140f8eap63z39t.jpg
"Люди, построившие Америку",8.6,2012,Патрик Римс,Документальные|Исторические|Зарубежные,Кэмпбелл Скотт||Eric Rolland||Тим Гетман||Адам Йонас Сегальер||Рэй Рейнолдс||Джон С. Бэйли||Джон Дау||Джастин Джералд Морк||Рюэл Пендлтон||Алекс Фалберг," Документально-биографический фильм «Люди, построившие Америку» представляет вниманию зрителей истории о самых знаменитых людях, которые приложили массу усилий для того, чтобы воплотить в жизнь мечты миллионов. Форд, Карнеги и Рокфеллер стали теми историческими личностями, заложившими фундамент современной американской государственности, именно они стали первыми прогрессивными новаторами, чьи труды послужили опорой для развивающегося бизнеса.В представленной картине зрителю будут рассказаны исторические факты и известные подробности из жизни и деловой деятельности этих легендарных личностей, дополненные комментариями современных специалистов. Всякие Гейтсы и Джобсы им и в подметки не годятся, они лишь продолжают работать с наследием, которое им досталось от великих предков, и ошибочно считать их основоположниками каких-либо американских устоев и порядков.Состоящий из 8 серий кинопроект освещает то, как знаменитости решались на невероятные поступки, и насколько тесно переплетались их судьбы. Далеко не жажда наживы позволила им добиться успеха, а вера в справедливую работу и то, что именно кропотливый труд сделал из обезьяны человека. Деньги, по их мнению, являлись просто средством достижения целей, но без них, само собой, успеха было добиться очень сложно. ",https://rezka.ag/i/2016/5/14/i2810698b9942sy68s32c.jpg
Подводная лодка,8.9,1985,Вольфганг Петерсен,Драмы|Военные|Зарубежные,Юрген Прохнов||Херберт Грёнемайер||Клаус Веннеманн||Хабертус Бенгш||Мартин Земмельрогге||Бернд Таубер||Эрвин Ледер||Мартин Май||Хайнц Хёниг||Уве Оксенкнехт," Немецкий военный эпос от автора сценария и режиссера Вольфганга Петерсона с Юргеном Прохновым, Клаусом Веннеманном и Хербертом Гренемайером в главных ролях. Фильм был показан в кинотеатрах в качестве телевизионного сериала, а также в нескольких различных версиях домашнего видео.Основное драматическое действие разворачивается во времена Второй Мировой войны и рассказывает вымышленную историю немецкой подводной лодки U-96 и ее экипажа. Заинтересованный зритель видит группу отважных мужчин, которые работают на борту и, как все обычные смертные люди, желают сделать все возможное для своих товарищей и защитить родную страну. Волнительная битва, а также скука от бесплодной охоты – доминантные характеристики событий и мотивов этого военного путешествия. Главный командир в исполнении Прохнова - хладнокровный, справедливый и очень мудрый, доблестный и смелый капитан. Он не теряется в сложных и экстремальных ситуациях, а также не стесняется говорить о некомпетентности более высокопоставленных командных представителей. Чтобы выжить, каждый член экипажа поставлен в безвыходную ситуацию, когда приходится жертвовать моральными принципами и браться за оружие для уничтожения своего противника.Кинокартина является удачной адаптацией немецкого одноименного романа Буххайма, собрала в мировом прокате более восьмидесяти миллионов долларов, и получила восторженные отзывы критиков. «Подводная лодка» считается одним из самых дорогих фильмов в истории немецкого кино. ",https://rezka.ag/i/2016/5/5/x2b27b66a3ed8cu31v97y.jpg
BBC: Мир с высоты птичьего полета,8.5,2011,Джон Даунер,Документальные|Зарубежные,Дэвид Теннант," Документальный фильм, состоящий из нескольких шестидесяти минутных эпизодов, от британского создателя Джона Доунера. С высоты птичьего полета показывается жизнь на шести земных континентах, очаровывая зрителя удивительным, масштабным и захватывающим зрелищем. Сами птицы были сняты с разных углов с помощью сверхлегкого самолета. Стая гусей летит на север, пролетая над Великими равнинами и бизонными битвами, а орлы кружат над медведями с Аляски. Чайки слетаются к озеру Моно, где с раскрытыми ртами ловят мелких мошек. Бакланы наблюдают за стаями акул, дельфинов и китов, которые охотятся за сардинами. С огромной высоты мы видим живописный s-образный остров, состоящий полностью из фламинго, которые принимают участие в одном из самых красивых танцев в мире птиц. Доминиканские чайки изучают поведение и охоту величайшего подводного хищника - белой акулы. На орлиных крыльях зритель сквозь туман пролетает через водопад Виктория и ныряет за рыбой в могучую реку Замбези. Деревенские ласточки и белоснежные аисты ежегодно совершают невероятное путешествие из Южной Африки в Северную Европу. Камеры съемочной группы парят над Венецией и белыми скалами Дувра и Эдинбурга. Величественный Рим манит своим теплом 20 миллионов скворцов. Кондоры парят вдоль Анд, а красный ара исследует сердце Амазонки в компании с колибри и грифами. Зритель также станет свидетелем исследования с необычного ракурса таких мест, как Мачу-Пикчу, Рио-де-Жанейро, Сантьяго, Коста-Рика и другие. ",https://rezka.ag/i/2016/4/20/gbdab1ca91e9eye25c64i.jpg
Прилив,6.8,2013,Али Билгин,Драмы|Мелодрамы|Комедии|Зарубежные,Чагатай Улусой||Серенай Сарикая||Барыш Фалай||Мине Тугай||Танер Олмез||Хазар Эргючлю||Metin Akdülger||Ali Aksöz||Себнем Дёнмез||Murat Aygen," Сериал, который стоит посмотреть. Увлекательная, наполненная стремительно чередующимися событиями картина, где достойные мужчины, всем сердцем преданы красивым женщинам, нежные, искренние девочки мечтают о мужественных мальчиках.Отец Ямана оставил семью, когда он был еще ребенком. Парень, чтобы обеспечить близких, вынужден был учиться и работать. Быть бедным в Турции означает быть абсолютно бесправным. Главный герой чуть не угодил в тюрьму, по причине отсутствия достаточного количества средств, его приятель не справился с управлением автомобилем, а всю вину пытались возложить на Ямана. От неприятностей с законом парня спасает известный адвокат Сераз, у которого есть сын такого же возраста. Он не только защитил Ямана, но и принял в свою семью. Так молодой человек входит в мир, где правят деньги и богатство. Со временем сын адвоката, замкнутый юноша, которого зовут Мерт, и главный герой становятся настоящими друзьями. Молодым людям комфортно вместе, они удачно дополняют друг друга. Здесь Ямана ждет еще один приятный сюрприз – знакомство с девушкой с чудесным именем Мира.Но тайны прошлого просто так не отпускают, удастся ли герою забыть о них и начать новую жизнь? ",https://rezka.ag/i/2016/4/21/h9db616215c91xm46k86f.jpg
Discovery: Во Вселенную со Стивеном Хокингом,8.6,2010,Иэн Риддик,Документальные|Зарубежные,Бенедикт Камбербэтч||Стивен Хокинг||Мелисса Риччи||Кристофер Го," Известный физик-теоретик, профессор Кембриджского университета Стивен Хокинг, известен широким массам своей деятельностью по популяризации науки. Тех, кто знаком с его биографией, восхищает безмерная сила духа и целеустремленность молодого ученого, в возрасте 30 лет получившего страшный диагноз и оказавшегося прикованным к инвалидной коляске. Несмотря на это, он является автором нескольких крупных научных открытий, ведет активный общественный образ жизни, снимается на телевидении и даже совершил полет в невесомости.В новом проекте от Discovery Хокинг делится со зрителями своими мыслями о наиболее волнующих загадках Вселенной. Ученый делает это простым и понятным для всех языком. Есть ли разумная жизнь на других планетах? Что человечество обнаружит на Марсе? Возможны ли путешествия во времени? Хокинг не только освещает современные научные постулаты относительно физики космоса, но и призывает зрителя помечтать вместе с собой о фантастических возможностях человечества и Вселенной.Кстати, озвучивает мысли профессора самый приятный голос Англии, принадлежащий актеру театра и кино Бенедикту Камбербэтчу. ",https://rezka.ag/i/2014/11/8/kfcb30714aa85is21l23a.jpg
BBC: Чудеса Солнечной системы,8.8,2010,Михаэль Лачман,Документальные|Зарубежные|Познавательные,Брайан Кокс||Дон Джулиано||Алан Хилдебранд||Ричард Хувер||Ральф Лоренц||Карл Мюррэй||Кэролин Порко||Джим Райс||Эшли Дейвис||Ник Кайзер," «BBC: Чудеса Солнечной Системы» (Wonders of the Solar System) – это уникальный проект, созданный компанией BBC, рассказывающий об удивительном и загадочном космосе. Многие из нас знают из школьной программы о существовании планет. Мы любуемся звездами и восхищаемся таким явлением как комета. Но космос кажется нам таким далеким, чарующим и недостижимым. Он таит в себе настоящие чудеса и об этом расскажет данный мини-сериал. Теперь любой человек может узнать тайны и загадки Солнечной системы. Для этого всего лишь необходимо посмотреть проект BBC и чудеса станут намного ближе, чем кажется. ",https://rezka.ag/i/2015/3/12/nfcc7570f5085au17a88h.jpg
Лето мыльных пузырей / Летнее желание,6.6,2010,Элсон Чжан,Драмы|Мелодрамы|Зарубежные,Барби Сюй||Huan-Ru Ke||Серена Фан||Мэгги Ву||Коко Цзян||Yao-li Yue||Питер Хо||Стефи Ци||Хуан Сяомин||Мэй-Сиу Лин," Тайваньский драматический сериал режиссера Элсона Чжана, снятый в лучших традициях жанра «дорама» и повествующий о сложных и запутанных отношениях трех главных героев, выступающих в роли своеобразных вершин настоящего любовного треугольника. В центре сюжета телесериала – милая и решительная Инь Ся Мо, выросшая в приемной семье, где ее постарались окружить любовью и заботой новые родители и младший брат. Она учится в престижной школе и пытается строить серьезные отношения с местной знаменитостью, обеспеченным и избалованным Оу Ченом, наследником богатой фамилии. Но в связи с тем, что этот молодой человек обладал характерными для такой ситуации недостатками, связанными со ставшей привычной вседозволенностью, представляя собой, по сути, самовлюбленного эгоиста, их взаимоотношения были далеко не идеальными. И именно в тот момент, когда влюбленная пара переживала очередные трудности, в их жизни буквально вторгается третье действующее лицо, круто изменившее дальнейшую судьбу каждого из них. Речь идет о Ло Си, который, также являясь сиротой, быстро научился использовать свое обаяние и умело манипулировать людьми, добиваясь своих целей. Он хладнокровный и расчетливый хищник, берущий от своих случайных жертв все, до чего может дотянуться, однако он отнюдь не бессердечен и вполне способен испытывать такое прекрасное чувство, как влюбленность. Так начинается поистине безжалостная борьба двух любящих парней, каждый из которых уверен, что это тот самый случай, когда любовь истинная, неповторимая и подобной ей не будет уже никогда. ",https://rezka.ag/i/2016/8/30/y016ac05570f0qw76h14p.jpg
Удивительная миссис Майзел,8.8,2017,Эми Шерман-Палладино,Драмы|Комедии|Исторические|Зарубежные,Рэйчел Броснахэн||Алекс Борштейн||Майкл Зеген||Марин Хинкль||Тони Шэлуб||Бейли Де Янг||Матильда Дауни||Matteo Pascale||Брайан Тарантина||Nunzio Pascale," Мириам Майзел – молодая еврейка, живущая со своим супругом Джоэлом, который считает себя успешным стендап-комиком. Будучи прилежной домохозяйкой, Мириам пытается всячески поддержать мужа и присутствует на всех его выступлениях, но однажды искренне разочаровывается, когда узнает, что Джоэл попросту украл чужую идею для своего лучшего номера.Вскоре, после очередного провального выступления, Джоэл неожиданно сообщает супруге, пытающейся поддержать расстроенного мужа, что у него есть любовница, после чего, поспешно собрав вещи, уходит.Убитая горем девушка, всё еще не понимающая до конца, как такое могло произойти, слегка напивается и отправляется в клуб, где всё это время выступал её супруг. Воспользовавшись моментом, Мириам выходит на сцену, откуда выдаёт удивлённой публике свой откровенный, но весьма забавный монолог о своей нелёгкой судьбе... ",https://rezka.ag/i/2018/12/22/qd71c77226884ch76g57i.jpg
Шоу Фрая и Лори,8.3,1989,Роджер Ордиш,Комедии|Зарубежные,Стивен Фрай||Хью Лори||Дебора Нортон||Джеффри МакГайверн||Ральф Майкл||Ребекка Шеир||Роулэнд Риврон||Яна Шелдон||Джо Унвин||Дэниэл Торндайк," Британская телевизионная комедия из двадцати шести эпизодов, состоящих из каламбурных и юмористических коротеньких скетчей, напичканных типичным английским остроумием. Шоу, благодаря своей оригинальности и лаконичности сюжета, отсылает к легендарному «Монти Пайтон», где также незавуалированно высмеиваются политика, бюрократия, общество и обычные повседневные ситуации. Ум, тонкая сатира, цинизм, презрение к шаблонам и авторитетам - главные продукты шоу, а талантливая игра несравненных Лори и Фрая - визитная карточка каждой серии.Игра слов, характерная для того или иного эпизода, затрагивает семейные ценности, мировые традиции и исторические изменения, затронувшие Великобританию. Под прицел острого юмора попадают Маргарет Тетчер, Джон Мейджор и сама английская королева. Начинающий актер и талантливый игрок на фортепиано и флегматичный добродушный писатель Стивен - такие разные характеры создали феноменальный творческий союз с индивидуальными точками зрения и уникальным видением мира, при этом оставаясь честными и искренними со зрителями. У любого создаваемого ими образа свои собственные манеры и повадки, а к каждому эпизоду авторы подходили с необычайно тщательностью и скрупулезностью, что делает шоу поистине культовым, всемирно любимым и гениальным. Исполнители главных ролей, несмотря на быстрое окончание совместного проекта, дружат и общаются до сих пор, реализуют себя в творческой и театральной деятельности, снимаясь в фильмах и сериалах. ",https://rezka.ag/i/2016/4/15/o4d63bad50ab0cq55t68w.jpg
Кузей Гюней,7.6,2011,Мехмет Ада Озтекин,Драмы|Зарубежные,Кыванч Татлытуг||Бугра Гюльсой||Ойкю Караель||Мустафа Авкиран||Семра Динджер||Онур Озтюрк||Зеррин Текиндор||Бадэ Ишчил||Рыза Коджаоглу||Хазар Эргючлю," Турецкая драма о жизни двух братьев, которые совершенно не похожи друг на друга, но искренне привязаны к своей семье, от режиссера Мехмета Ада Озтекина. В главных ролях Кыванч Татлытуг, Бугра Гюльсой.Эта история проста как сама жизнь. Двое братьев, чьи имена переводятся как Юг(Гюней) и Север(Кузей) настолько разные по характеру, что сложно представить, что на самом деле у них общие родители и кровь. Север – бесбашенный, скандальный и постоянно ввязывающийся во все драки авантюрист, который совершенно не ценит жизнь и никого на всем свете не слушает. Юг, наоборот, очень тихий и спокойный, предпочитающий чтение книг веселым развлечениям. Меж тем братья действительно близки, они искренне любят и всегда стараются поддерживать и выручать из сложных ситуаций друг друга. Что бы ни случилось, на помощь одному брату всегда придет другой. Наверное, так бы и продолжалась эта жизнь, если бы парни не влюбились в одну и ту же девушку, их соседку и школьную подругу, которая оценив ситуацию и поняв, что брак с Севером может быть опасен, решила отдать предпочтение Югу. Спокойная семейная жизнь была для нее предпочтительнее непредсказуемого существования на пороховой бочке. Родители одобрили этот выбор, и дело уже шло к свадьбе, но внезапно на будущую семью обрушилось несчастье – Юг попал в автомобильную аварию, и теперь его обещают отправить в тюрьму. Понимая, что слабый и неконфликтный братец просто не выживет в суровых тюремных условиях, Север берет вину на себя и отправляется по этапу. Заканчивается это тем, что сломленный и ожесточенный мужчина оказывается никому не нужен на свободе. ",https://rezka.ag/i/2016/10/5/qa8da143ec927bh83m11p.jpg
Идиот,8.4,2003,Владимир Бортко,Драмы|Русские,Евгений Миронов||Владимир Машков||Лидия Вележева||Ольга Будина||Инна Чурикова||Олег Басилашвили||Владимир Ильин||Александр Лазарев мл.||Андрей Смирнов||Анастасия Мельникова," Многосерийная драма «Идиот», снятая известным российским кинорежиссером Владимиром Бортко, является экранизацией бессмертного произведения Федора Михайловича Достоевского. Сериал вышел на экраны в 2003 году, и по праву считается едва ли не первым проектом в истории мирового кинематографа, который по деталям максимально приближён к великому роману.История начинается с того, что главный герой, князь Лев Николаевич Мышкин, возвращается на родину из далекой Швейцарии, где он на протяжении долгого времени проходил лечение в одном из медицинских учреждений для душевнобольных. По пути в Петербург, Мышкин волею случая знакомится с попутчиком в лице Парфена Рогожина, приходящего сыном зажиточному купцу, который унаследовал немалое состояние после смерти отца. Тот ему рассказывает о своей сильной любви к Настасье Филипповне, которая в прошлом была содержанкой миллионера Тоцкого. Приехав в город, князь первым делом обращается за помощью к своей дальней родственнице Епанчиной, которая замужем за генералом. Мышкин знакомиться не только со всеми членами ее семьи, но также с генеральским секретарем Ганей Иволгиным, у которого, как оказалось, запланирован брак с той самой Настасьей Филипповной. Увидев впервые ее портрет, князь, как и многие другие мужчины, заражается страстью к ней…  ",https://rezka.ag/i/2016/3/8/v0c917118a0ceuz73u56x.jpg
Энн из Зеленых крыш,8.5,1985,Кевин Салливан,Драмы|Зарубежные,Меган Фоллоуз||Коллин Дьюхёрст||Ричард Фарнсуорт||Патриция Хэмилтон||Мэрлин Лайтстоун||Шулер Грант||Джонатан Кромби||Чармион Кинг||Джеки Барроуз||Розмари Рэдклифф," «Энн из Зеленых крыш» - многосерийный фильм совместного производства США, Германии и Канады. Главную героиню сериала зовут Энн. Маленькой девочке судьба уготовила немало горя, слез и испытаний. В раннем возрасте она осталась без домашнего тепла и ласки. Ее родители жили в небольшом поселке, и когда девчушка была еще крохой, их не стало. Жизненные обстоятельства привели ее в стены детдома. Энн пришлось жить в кругу других сироток, в приюте она чувствовала себя неполноценной личностью. Она отчаянно желала, чтобы кто-то ее удочерил и помог покинуть ненавистные стены, навевающие тоску. Однажды ее желание осуществилось.Девчонку взяла в свой дом многодетная семья. Героиня надеялась, что теперь жизнь наладится, но она ошибалась. Энн нагрузили повседневной тяжелой работой, она трудилась круглыми сутками. В ее обязанности входил уход за маленькими детишками и полевой труд. Кроме того, девочка отвозила пищу на лесопилку, хозяином которой был приемный отец. Однажды глава семейства умер, и его жена решила продать предприятие. Вдова переехала в другой город с родными наследниками, а бедняжку Энн она планировала вернуть обратно в детдом. Героиня прибывала в отчаянии и рыдала от душевной боли, но приемная мамочка была непреклонна в своем решении. Научат ли жизненные перипетии девочку сражаться за счастье? Хватит ли у нее сил на эту борьбу? ",https://rezka.ag/i/2016/3/1/nfe68a3d01245kf84e27m.jpg
